Article_Link,Article_Title,Date,Author,Description,Topic
https://thehackernews.com/2021/04/new-qnap-nas-flaws-exploited-in-recent.html ,New QNAP NAS Flaws Exploited In Recent Ransomware Attacks - Patch It!,"April 23, 2021",Ravie Lakshmanan,"A new ransomware strain called "" Qlocker "" is targeting QNAP network attached storage (NAS) devices as part of an ongoing campaign and encrypting files in password-protected 7zip archives. First reports of the  infections   emerged on April 20, with the adversaries behind the operations demanding a bitcoin payment (0.01 bitcoins or about $500.57) to receive the decryption key. In response to the ongoing attacks, the Taiwanese company has released an advisory prompting users to apply updates to QNAP NAS running Multimedia Console, Media Streaming Add-on, and HBS 3 Hybrid Backup Sync to secure the devices from any attacks. ""QNAP strongly urges that all users immediately install the latest Malware Remover version and run a malware scan on QNAP NAS,"" the company  said . ""The Multimedia Console, Media Streaming Add-on, and Hybrid Backup Sync apps need to be updated to the latest available version as well to further secure QNAP NAS from ransomware attacks.""",Cyber Security
https://thehackernews.com/2021/04/prometei-botnet-exploiting-unpatched.html ,Prometei Botnet Exploiting Unpatched Microsoft Exchange Servers,"April 23, 2021",Ravie Lakshmanan,"Attackers are exploiting the ProxyLogon Microsoft Exchange Server flaws to co-opt vulnerable machines to a cryptocurrency botnet named Prometei, according to new research. ""Prometei exploits the recently disclosed Microsoft Exchange vulnerabilities associated with the HAFNIUM attacks to penetrate the network for malware deployment, credential harvesting and more,"" Boston-based cybersecurity firm Cybereason  said  in an analysis summarizing its findings. First documented by Cisco Talos in July 2020,  Prometei  is a multi-modular botnet, with the actor behind the operation employing a wide range of specially-crafted tools and known exploits such as EternalBlue and BlueKeep to harvest credentials, laterally propagate across the network and ""increase the amount of systems participating in its Monero-mining pool."" ""Prometei has both Windows-based and Linux-Unix based versions, and it adjusts its payload based on the detected operating system, on the targeted in",Cyber Security
https://thehackernews.com/2021/04/hackers-exploit-vpn-flaw-to-deploy.html ,Hackers Exploit VPN to Deploy SUPERNOVA malware on SolarWinds Orion,"April 22, 2021",Ravie Lakshmanan,"The U.S. Cybersecurity and Infrastructure Security Agency (CISA) has disclosed details of a new advanced persistent threat (APT) that's leveraging the Supernova backdoor to compromise SolarWinds Orion installations after gaining access to the network through a connection to a Pulse Secure VPN device. ""The threat actor connected to the entity's network via a Pulse Secure virtual private network (VPN) appliance, moved laterally to its SolarWinds Orion server, installed malware referred to by security researchers as SUPERNOVA (a .NET web shell), and collected credentials,"" the agency  said  on Thursday. CISA said it identified the threat actor during an incident response engagement at an unnamed organization and found that the attacker had access to the enterprise's network for nearly a year through the use of the VPN credentials between March 2020 and February 2021. Interestingly, the adversary is said to have used valid accounts that had multi-factor authent",Cyber Security
https://thehackernews.com/2021/04/researchers-find-additional.html ,Researchers Find Additional Infrastructure Used By SolarWinds Hackers,"April 22, 2021",Ravie Lakshmanan,"The sprawling  SolarWinds cyberattack  which came to light last December was known for its sophistication in the breadth of tactics used to infiltrate and persist in the target infrastructure, so much so that Microsoft went on to call the threat actor behind the campaign ""skillful and methodic operators who follow operations security (OpSec) best practices to minimize traces, stay under the radar, and avoid detection."" As further proof of this, new research published today shows that the threat actor carefully planned each stage of the operation to ""avoid creating the type of patterns that make tracking them simple,"" thus deliberately making forensic analysis difficult. By analyzing telemetry data associated with previously published indicators of compromise, RiskIQ said it identified an additional set of 18 servers with high confidence that likely communicated with the targeted, secondary Cobalt Strike payloads delivered via the TEARDROP and RAINDROP malware, r",Cyber Security
https://thehackernews.com/2021/04/cost-of-account-unlocks-and-password.html ,"Cost of Account Unlocks, and Password Resets Add Up","April 22, 2021",The Hacker News,"There are many labor-intensive tasks that the IT service desk carries out on a daily basis. None as tedious and costly as resetting passwords. Modern IT service desks spend a significant amount of time both unlocking and resetting passwords for end-users. This issue has been exacerbated by the COVID-19 pandemic. Causes of account lockouts and password resets End-user password policies, such as those found in Microsoft Active Directory Domain Services (ADDS), typically define a  password age . The password age is the length of time an end-user can keep their current password. While  new guidance from NIST  recommends against the long-held notion of forced password changes, it is still a common and required security mechanism across other compliance standards and industry certifications such as PCI and HITRUST. When the password age is reached for the user account, the user must change their account password. It is generally prompted at the next login on their workstation. This sce",Cyber Security
https://thehackernews.com/2021/04/cybercriminals-using-telegram-messenger.html ,Cybercriminals Using Telegram Messenger to Control ToxicEye Malware,"April 22, 2021",Ravie Lakshmanan,"Adversaries are increasingly abusing Telegram as a ""command-and-control"" system to distribute malware into organizations that could then be used to capture sensitive information from targeted systems. ""Even when Telegram is not installed or being used, the system allows hackers to send malicious commands and operations remotely via the instant messaging app,"" said researchers from cybersecurity firm Check Point , who have identified no fewer than 130 attacks over the past three months that make use of a new multi-functional remote access trojan (RAT) called ""ToxicEye."" The use of Telegram for facilitating malicious activities is not new. In September 2019, an information stealer dubbed  Masad Stealer  was found to plunder information and cryptocurrency wallet data from infected computers using Telegram as an exfiltration channel. Then last year,  Magecart groups  embraced the same tactic to send stolen payment details from compromised websites back to",Cyber Security
https://thehackernews.com/2021/04/facebook-busts-palestinian-hackers.html ,Facebook Busts Palestinian Hackers' Operation Spreading Mobile Spyware,"April 21, 2021",Ravie Lakshmanan,"Facebook on Wednesday said it took steps to dismantle malicious activities perpetrated by two state-sponsored hacking groups operating out of Palestine that abused its platform to distribute malware. The social media giant attributed the attacks to a network connected to the Preventive Security Service ( PSS ), the security apparatus of the State of Palestine, and another threat actor known as Arid Viper (aka Desert Falcon and APT-C-23), the latter of which is alleged to be connected to the cyber arm of Hamas. The two digital espionage campaigns, active in 2019 and 2020, exploited a range of devices and platforms, such as Android, iOS, and Windows, with the PSS cluster primarily targeting domestic audiences in Palestine. The other set of attacks went after users in the Palestinian territories and Syria and, to a lesser extent Turkey, Iraq, Lebanon, and Libya. Both the groups appear to have leveraged the platform as a springboard to launch a variety of social engineering attacks in",Cyber Security
https://thehackernews.com/2021/04/hackers-threaten-to-leak-stolen-apple.html ,Hackers threaten to leak stolen Apple blueprints if $50 million ransom isn't paid,"April 21, 2021",Ravie Lakshmanan,"Prominent Apple supplier Quanta on Wednesday said it suffered a ransomware attack from the REvil ransomware group, which is now demanding the iPhone maker pay a ransom of $50 million to prevent leaking sensitive files on the dark web. In a post shared on its deep web ""Happy Blog"" portal, the threat actor said it came into possession of schematics of the U.S. company's products such as MacBooks and Apple Watch by infiltrating the network of the Taiwanese manufacturer, claiming it's making a ransom demand to Apple after Quanta expressed no interest in paying to recover the stolen blueprints. ""Our team is negotiating the sale of large quantities of confidential drawings and gigabytes of personal data with several major brands,"" the REvil operators said. ""We recommend that Apple buy back the available data by May 1."" Since first detected in June 2019,  REvil  (aka Sodinokibi or Sodin) has emerged as one of the most prolific ransomware-as-a-servic",Cyber Security
https://thehackernews.com/2021/04/improve-your-cyber-security-posture-by.html ,Improve Your Cyber Security Posture by Combining State of the Art Security Tools,"April 21, 2021",The Hacker News,"Today there are plenty of cybersecurity tools on the market. It is now more important than ever that the tools you decide to use work well together. If they don't, you will not get the complete picture, and you won't be able to analyze the entire system from a holistic perspective.  This means that you won't be able to do the right mitigations to improve your security posture. Here are examples of two tools that work very well together and how they will help you to get a holistic view of your cybersecurity posture.  Debricked - Use Open Source Securely How is Open Source a Security Risk?  Open source is not a security risk per se; it's more secure than proprietary software in many ways! With the code being publicly available, it's a lot easier for the surrounding community to identify vulnerabilities, and fixes can be done quickly. What you do need to keep in mind, though, is that any vulnerabilities in open source are publicly disclosed and the public to anyo",Cyber Security
https://thehackernews.com/2021/04/update-your-chrome-browser-immediately.html ,Update Your Chrome Browser ASAP to Patch a Week Old Public Exploit,"April 21, 2021",Ravie Lakshmanan,"Google on Tuesday released an update for Chrome web browser for Windows, Mac, and Linux, with a total of seven security fixes, including one flaw for which it says an exploit exists in the wild. Tracked as CVE-2021-21224 , the flaw concerns a type confusion vulnerability in V8 open-source JavaScript engine that was reported to the company by security researcher Jose Martinez on April 5 According to security researcher  Lei Cao , the bug [ 1195777 ] is triggered when performing integer data type conversion, resulting in an out-of-bounds condition that could be used to achieve arbitrary memory read/write primitive. ""Google is aware of reports that exploits for CVE-2021-21224 exist in the wild,"" Chrome's Technical Program Manager Srinivas Sista  said  in a blog post. The update comes after proof-of-concept (PoC) code exploiting the flaw published by a researcher named "" frust "" emerged on April 14 by taking advantage of the fact that the issue was addressed",Cyber Security
https://thehackernews.com/2021/04/3-zero-day-exploits-hit-sonicwall.html ,3 Zero-Day Exploits Hit SonicWall Enterprise Email Security Appliances,"April 20, 2021",Ravie Lakshmanan,"SonicWall has addressed three critical security vulnerabilities in its hosted and on-premises email security (ES) product that are being actively exploited in the wild. Tracked as CVE-2021-20021 and CVE-2021-20022, the  flaws  were discovered and reported to the company by FireEye's Mandiant subsidiary on March 26, 2021, after the cybersecurity firm detected post-exploitation web shell activity on an internet-accessible system within a customer's environment that had SonicWall's ES application running on a Windows Server 2012 installation. A third flaw (CVE-2021-20023) identified by FireEye was disclosed to SonicWall on April 6, 2021. FireEye is tracking the malicious activity under the moniker UNC2682. ""These vulnerabilities were executed in conjunction to obtain administrative access and code execution on a SonicWall ES device,"" researchers Josh Fleischer, Chris DiGiamo, and Alex Pennino  said . The adversary leveraged these vulnerabilities, with intimate",Cyber Security
https://thehackernews.com/2021/04/warning-hackers-exploit-unpatched-pulse.html ,WARNING: Hackers Exploit Unpatched Pulse Secure 0-Day to Breach Organizations,"April 20, 2021",Ravie Lakshmanan,"If Pulse Connect Secure gateway is part of your organization network, you need to be aware of a newly discovered critical zero-day authentication bypass vulnerability (CVE-2021-22893) that is currently being exploited in the wild and for which there is no patch available yet. At least two threat actors have been behind a series of intrusions targeting defense, government, and financial organizations in the U.S. and elsewhere by leveraging critical vulnerabilities in Pulse Secure VPN devices to circumvent multi-factor authentication protections and breach enterprise networks. ""A combination of prior vulnerabilities and a previously unknown vulnerability discovered in April 2021,  CVE-2021-22893 , are responsible for the initial infection vector,"" cybersecurity firm FireEye  said  on Tuesday, identifying 12 malware families associated with the exploitation of Pulse Secure VPN appliances. The company is also tracking the activity under two threat clusters UNC2630 and UNC271",Cyber Security
https://thehackernews.com/2021/04/over-750000-users-download-new-billing.html ,"Over 750,000 Users Downloaded New Billing Fraud Apps From Google Play Store","April 20, 2021",Ravie Lakshmanan,"Researchers have uncovered a new set of fraudulent Android apps in the Google Play store that were found to hijack SMS message notifications for carrying out billing fraud. The apps in question primarily targeted users in Southwest Asia and the Arabian Peninsula, attracting a total of 700,000 downloads before they were discovered and removed from the platform. The findings were reported independently by cybersecurity firms  Trend Micro  and  McAfee . ""Posing as photo editors, wallpapers, puzzles, keyboard skins, and other camera-related apps, the malware embedded in these fraudulent apps hijack SMS message notifications and then make unauthorized purchases,"" researchers from McAfee said in a Monday write-up. The fraudulent apps belong to the so-called "" Joker "" (aka Bread) malware, which has been found to repeatedly sneak past Google Play defenses over the past four years, resulting in Google removing no fewer than 1,700 infected apps from the Play Store as of",Cyber Security
https://thehackernews.com/2021/04/ebook-why-autonomous-xdr-is-going-to.html ,[eBook] Why Autonomous XDR Is Going to Replace NGAV/EDR,"April 20, 2021",The Hacker News,"For most organizations today, endpoint protection is the primary security concern. This is not unreasonable – endpoints tend to be the weakest points in an environment – but it also misses the forest for the trees. As threat surfaces expand, security professionals are harder pressed to detect threats that target other parts of an environment and can easily miss a real vulnerability by focusing too hard on endpoints. This is why pairing tools such as next-generation antivirus (NGAV) and endpoint detection and response (EDR) has become a popular, if flawed, choice. Fortunately, newer technologies and security methods offer much greater prevention and detection capabilities. This is the key argument of a new eBook ( download here ) offered by XDR provider Cynet. The eBook, titled  Why Autonomous XDR is Going to Replace NGAV/EDR,  starts with a look at how NGAV and EDR tools can defend an organization with the ""assume breach"" mentality – expecting a breach to occur and protecting endpoi",Cyber Security
https://thehackernews.com/2021/04/120-compromised-ad-servers-target.html ,120 Compromised Ad Servers Target Millions of Internet Users,"April 20, 2021",Ravie Lakshmanan,"An ongoing malvertising campaign tracked as ""Tag Barnakle"" has been behind the breach of more than 120 ad servers over the past year to sneakily inject code in an attempt to serve malicious advertisements that redirect users to rogue websites, thus exposing victims to scamware or malware. Unlike other operators who set about their task by infiltrating the ad-tech ecosystem using ""convincing personas"" to buy space on legitimate websites for running the malicious ads, Tag Barnakle is ""able to bypass this initial hurdle completely by going straight for the jugular — mass compromise of ad serving infrastructure,""  said  Confiant security researcher Eliya Stein in a Monday write-up. The development follows a year after the Tag Barnakle actor was found to have  compromised nearly 60 ad servers  in April 2020, with the infections primarily targeting an open-source advertising server called Revive. The latest slew of attacks is no different, although the adve",Cyber Security
https://thehackernews.com/2021/04/lazarus-apt-hackers-are-now-using-bmp.html ,Lazarus APT Hackers are now using BMP images to hide RAT malware,"April 19, 2021",Ravie Lakshmanan,"A spear-phishing attack operated by a North Korean threat actor targeting its southern counterpart has been found to conceal its malicious code within a bitmap (.BMP) image file to drop a remote access trojan (RAT) capable of stealing sensitive information. Attributing the attack to the  Lazarus Group  based on similarities to prior tactics adopted by the adversary, researchers from Malwarebytes said the phishing campaign started by distributing emails laced with a malicious document that it identified on April 13. ""The actor has used a clever method to bypass security mechanisms in which it has embedded its malicious  HTA  file as a compressed  zlib  file within a PNG file that then has been decompressed during run time by converting itself to the BMP format,"" Malwarebytes researchers  said .  ""The dropped payload was a loader that decoded and decrypted the second stage payload into memory. The second stage payload has the capability to receive and execute commands",Cyber Security
https://thehackernews.com/2021/04/passwordless-more-mirage-than-reality.html ,Passwordless: More Mirage Than Reality,"April 19, 2021",The Hacker News,"The concept of ""passwordless"" authentication has been gaining significant industry and media attention. And for a good reason. Our digital lives are demanding an ever-increasing number of online accounts and services, with security best practices dictating that each requires a strong, unique password in order to ensure data stays safe. Who wouldn't want an easier way? That's the premise behind one-time passwords (OTP), biometrics, pin codes, and other authentication methods presented as passwordless security. Rather than remembering cumbersome passwords, users can authenticate themselves using something they own, know, or are. Some examples include a smartphone, OTP, hardware token, or biometric marker like a fingerprint. While this sounds appealing on the surface, the problem is that, when you dig deeper, these passwordless solutions are still reliant on passwords. This happens in two primary ways: Passwordless Solutions Rely on Passwords as a Fallback If you ha",Cyber Security
https://thehackernews.com/2021/04/malware-spreads-via-xcode-projects-now.html ,Malware That Spreads Via Xcode Projects Now Targeting Apple's M1-based Macs,"April 19, 2021",Ravie Lakshmanan,"A Mac malware campaign targeting Xcode developers has been retooled to add support for Apple's new M1 chips and expand its features to steal confidential information from cryptocurrency apps. XCSSET came into the spotlight in  August 2020  after it was found to spread via modified Xcode IDE projects, which, upon the building, were configured to execute the payload. The malware repackages payload modules to imitate legitimate Mac apps, which are ultimately responsible for infecting local Xcode projects and injecting the main payload to execute when the compromised project builds. XCSSET modules come with the capabilities to steal credentials, capture screenshots, inject malicious JavaScript into websites, plunder user data from different apps, and even encrypt files for a ransom.  Then in March 2021, Kaspersky researchers  uncovered  XCSSET samples compiled for the new Apple M1 chips, suggesting that the malware campaign was not only ongoing but also that adversaries are  activ",Cyber Security
https://thehackernews.com/2021/04/sysadmin-of-billion-dollar-hacking.html ,SysAdmin of Billion-Dollar Hacking Group Gets 10-Year Sentence,"April 17, 2021",Ravie Lakshmanan,"A high-level manager and systems administrator associated with the FIN7 threat actor has been sentenced to 10 years in prison, the U.S. Department of Justice announced Friday. Fedir Hladyr , a 35-year-old Ukrainian national, is said to have played a crucial role in a criminal scheme that compromised tens of millions of debit and credit cards, in addition to aggregating the stolen information, supervising other members of the group, and maintaining the server infrastructure that FIN7 used to attack and control victims' machines. The development comes after Hladyr pleaded guilty to conspiracy to commit wire fraud and one count of conspiracy to commit computer hacking in September 2019. He was arrested in Dresden, Germany, in 2018 and extradited to the U.S. city of Seattle. Hladyr has also been ordered to pay $2.5 million in restitution. ""This criminal organization had more than 70 people organized into business units and teams. Some were hackers, others developed the malwa",Cyber Security
https://thehackernews.com/2021/04/what-are-different-roles-within.html ,What are the different roles within cybersecurity?,"April 17, 2021",The Hacker News,"People talk about the cybersecurity job market like it's a monolith, but there are a number of different roles within cybersecurity, depending not only on your skill level and experience but on what you like to do. In fact, Cybercrime Magazine came up with a list of  50 cybersecurity job titles , while CyberSN, a recruiting organization, came up with its own list of  45 cybersecurity job categories . Similarly, OnGig.com, a company that helps firms write their job ads, analyzed 150 cybersecurity job titles and came up with its  own top 30 list . This article is based on research I did with Springboard, one of the  first cybersecurity bootcamps with a job guarantee  and 1:1 mentorship. In particular, CyberSeek.org, a joint industry initiative looking at the cybersecurity job market, offers an  interactive list  of not only the various positions within cybersecurity but offers you a career path showing how you can get promoted. The complicated part is that these titles and roles",Cyber Security
https://thehackernews.com/2021/04/severe-bugs-reported-in-ethernetip.html ,Severe Bugs Reported in EtherNet/IP Stack for Industrial Systems,"April 16, 2021",Ravie Lakshmanan,"The U.S. Cybersecurity and Infrastructure Security Agency (CISA) on Thursday issued an  advisory  warning of multiple vulnerabilities in the OpENer  EtherNet/IP  stack that could expose industrial systems to denial-of-service (DoS) attacks, data leaks, and remote code execution. All OpENer commits and versions prior to February 10, 2021, are affected, although there are no known public exploits that specifically target these vulnerabilities. The four security flaws were discovered and reported to CISA by researchers Tal Keren and Sharon Brizinov from operational technology security company Claroty. Additionally, a fifth security issue identified by Claroty was previously disclosed by Cisco Talos ( CVE-2020-13556 ) on December 2, 2020. ""An attacker would only need to send crafted ENIP/CIP packets to the device in order to exploit these vulnerabilities,"" the researchers  said . CVE-2020-13556 concerns an out-of-bounds write vulnerability in the Ethernet/IP server that cou",Cyber Security
https://thehackernews.com/2021/04/us-sanctions-russia-and-expels-10.html ,US Sanctions Russia and Expels 10 Diplomats Over SolarWinds Cyberattack,"April 15, 2021",Ravie Lakshmanan,"The U.S. and U.K. on Thursday formally attributed the supply chain attack of IT infrastructure management company SolarWinds with ""high confidence"" to government operatives working for Russia's Foreign Intelligence Service (SVR). ""Russia's pattern of malign behaviour around the world – whether in cyberspace, in election interference or in the aggressive operations of their intelligence services – demonstrates that Russia remains the most acute threat to the U.K.'s national and collective security,"" the U.K. government  said  in a statement. To that effect, the U.S. Department of the Treasury has imposed sweeping sanctions against Russia for ""undermining the conduct of free and fair elections and democratic institutions"" in the U.S. and for its role in facilitating the sprawling SolarWinds hack, while also barring six technology companies in the country that provide support to the cyber program run by Russian Intelligence Services. The com",Cyber Security
https://thehackernews.com/2021/04/1-click-hack-found-in-popular-desktop.html ,1-Click Hack Found in Popular Desktop Apps — Check If You're Using Them,"April 15, 2021",Ravie Lakshmanan,"Multiple one-click vulnerabilities have been discovered across a variety of popular software applications, allowing an attacker to potentially execute arbitrary code on target systems. The issues were discovered by Positive Security researchers Fabian Bräunlein and Lukas Euler and affect apps like Telegram, Nextcloud, VLC, LibreOffice, OpenOffice, Bitcoin/Dogecoin Wallets, Wireshark, and Mumble. ""Desktop applications which pass user supplied URLs to be opened by the operating system are frequently vulnerable to code execution with user interaction,"" the researchers  said . ""Code execution can be achieved either when a URL pointing to a malicious executable (.desktop, .jar, .exe, …) hosted on an internet accessible file share (nfs, webdav, smb, …) is opened, or an additional vulnerability in the opened application's URI handler is exploited."" Put differently; the flaws stem from an insufficient validation of URL input that, when opened with the help of the u",Cyber Security
https://thehackernews.com/2021/04/malware-variants-more-sophisticated.html ,"Malware Variants: More Sophisticated, Prevalent and Evolving in 2021","April 15, 2021",The Hacker News,"A malicious program intended to cause havoc with IT systems—malware—is becoming more and more sophisticated every year. The year 2021 is no exception, as recent trends indicate that several  new variants of malware  are making their way into the world of cybersecurity. While smarter security solutions are popping up, modern malware still eludes and challenges cybersecurity experts.  The evolution of malware has infected everything from personal computers to industrial units since the 70s. Cybersecurity firm  FireEye's network was attacked  in 2020 by hackers with the most sophisticated form of hacking i.e., supply chain. This hacking team demonstrated world-class capabilities to disregard security tools and forensic examination, proving that anybody can be hacked. Also, the year 2021 is already witnessing a bump in  COVID-19 vaccine-related phishing attacks .  Let's take a look at the trends that forecast an increase in malware attacks: COVID-19 and Work-from-Home (WFH) ",Cyber Security
https://thehackernews.com/2021/04/yikes-cybercriminals-flood-intrenet.html ,"YIKES! Hackers flood the web with 100,000 pages offering malicious PDFs","April 15, 2021",Ravie Lakshmanan,"Cybercriminals are resorting to search engine poisoning techniques to lure business professionals into seemingly legitimate Google sites that install a Remote Access Trojan (RAT) capable of carrying out a wide range of attacks. The attack works by leveraging searches for business forms such as invoices, templates, questionnaires, and receipts as a stepping stone toward infiltrating the systems. Users attempting to download the alleged document templates are  redirected , without their knowledge, to a malicious website that hosts the malware. ""Once the RAT is on the victim's computer and activated, the threat actors can send commands and upload additional malware to the infected system, such as ransomware, a credential stealer, a banking trojan, or simply use the RAT as a foothold into the victim's network,"" researchers from eSentire  said  in a write-up published on Tuesday. The cybersecurity firm said it discovered over 100,000 unique web pages that contain pop",Cyber Security
https://thehackernews.com/2021/04/new-whatsapp-bug-couldve-let-attackers.html ,New WhatsApp Bugs Could've Let Attackers Hack Your Phone Remotely,"April 14, 2021",Ravie Lakshmanan,"Facebook-owned WhatsApp recently addressed two security vulnerabilities in its messaging app for Android that could have been exploited to execute malicious code remotely on the device and even exfiltrate sensitive information. The flaws take aim at devices running Android versions up to and including Android 9 by carrying out what's known as a ""man-in-the-disk"" attack that makes it possible for adversaries to compromise an app by manipulating certain data being exchanged between it and the external storage. ""The two aforementioned WhatsApp vulnerabilities would have made it possible for attackers to remotely collect TLS cryptographic material for TLS 1.3 and TLS 1.2 sessions,"" researchers from Census Labs  said  today.  ""With the TLS secrets at hand, we will demonstrate how a man-in-the-middle (MitM) attack can lead to the compromise of WhatsApp communications, to remote code execution on the victim device and to the extraction of Noise protocol keys u",Cyber Security
https://thehackernews.com/2021/04/new-javascript-exploit-can-now-carry.html ,New JavaScript Exploit Can Now Carry Out DDR4 Rowhammer Attacks,"April 14, 2021",Ravie Lakshmanan,"Academics from Vrije University in Amsterdam and ETH Zurich have published a new research paper describing yet another variation of the Rowhammer attack. Dubbed  SMASH  (Synchronized MAny-Sided Hammering), the technique can be used to successfully trigger the attack from JavaScript on modern DDR4 RAM cards, notwithstanding extensive mitigations that have been put in place by manufacturers over the last seven years. ""Despite their in-DRAM Target Row Refresh (TRR) mitigations, some of the most recent DDR4 modules are still vulnerable to many-sided Rowhammer bit flips,"" the researchers said.  ""SMASH exploits high-level knowledge of cache replacement policies to generate optimal access patterns for eviction-based many-sided Rowhammer. To bypass the in-DRAM TRR mitigations, SMASH carefully schedules cache hits and misses to successfully trigger synchronized many-sided Rowhammer bit flips."" By synchronizing memory requests with DRAM refresh commands, the researchers",Cyber Security
https://thehackernews.com/2021/04/simplify-then-add-lightness.html ,"Simplify, then Add Lightness – Consolidating the Technology to Better Defend Ourselves","April 14, 2021",The Hacker News,"One of the biggest consequences of the rapidly evolving cybersecurity threat landscape is that defenses must constantly build bigger systems to defend themselves.  This leads to both more complex systems and often less communication between them. More importantly, it can lead companies to invest in disparate ""best in class"" components instead of finding the best fit for their needs. The constant arms race means that companies often get bigger, more powerful tools that can't handle the nuanced threats they face. For instance, in a car race, it's not often the fastest, most powerful car that wins, but the one that is more balanced, lighter, and more able to turn and react when needed. In a new live webinar, Cynet Chief Strategist Chris Roberts breaks down why the philosophy of ""simpler is better"" is just what cybersecurity needs ( register here ). The webinar will focus on how quickly cybersecurity stacks are growing and how this is not always a good thing. Companies are too focused",Cyber Security
https://thehackernews.com/2021/04/2-new-chrome-0-days-under-attack-update.html ,Update Your Chrome Browser to Patch 2 New In-the-Wild 0-Day Exploits,"April 13, 2021",Ravie Lakshmanan,"Google on Tuesday released a new version of Chrome web-browsing software for Windows, Mac, and Linux with patches for two newly discovered security vulnerabilities for both of which it says exploits exist in the wild, allowing attackers to engage in active exploitation. One of the two flaws concerns an insufficient validation of untrusted input in its V8 JavaScript rendering engine (CVE-2021-21220), which was demonstrated by Dataflow Security's Bruno Keith and Niklas Baumstark at the  Pwn2Own 2021  hacking contest last week. While Google moved to fix the flaw quickly, security researcher Rajvardhan Agarwal published a  working exploit  over the weekend by reverse-engineering the patch that the Chromium team pushed to the open-source component, a factor that may have played a crucial role in the release. UPDATE:   Agarwal, in an email to The Hacker News, confirmed that there's one more vulnerability affecting Chromium-based browsers that has been patched in the latest vers",Cyber Security
https://thehackernews.com/2021/04/nsa-discovers-new-vulnerabilities.html ,NSA Discovers New Vulnerabilities Affecting Microsoft Exchange Servers,"April 13, 2021",Ravie Lakshmanan,"In its April slate of patches, Microsoft rolled out fixes for a total of  114 security flaws , including an actively exploited zero-day and four remote code execution bugs in Exchange Server. Of the  114 flaws , 19 are rated as Critical, 88 are rated Important, and one is rated Moderate in severity. Chief among them is  CVE-2021-28310 , a privilege escalation vulnerability in Win32k that's said to be under active exploitation, allowing attackers to elevate privileges by running malicious code on a target system.  Cybersecurity firm Kaspersky, which discovered and reported the flaw to Microsoft in February, linked the zero-day exploit to a threat actor named Bitter APT, which was found exploiting a similar flaw ( CVE-2021-1732 ) in attacks late last year. ""It is an escalation of privilege (EoP) exploit that is likely used together with other browser exploits to escape sandboxes or get system privileges for further access,"" Kaspersky researcher Boris Larin  said . NS",Cyber Security
https://thehackernews.com/2021/04/new-namewreck-vulnerabilities-impact.html ,New NAME:WRECK Vulnerabilities Impact Nearly 100 Million IoT Devices,"April 13, 2021",Ravie Lakshmanan,"Security researchers have uncovered nine vulnerabilities affecting four TCP/IP stacks impacting more than 100 million consumer and enterprise devices that could be exploited by an attacker to take control of a vulnerable system. Dubbed "" NAME:WRECK "" by Forescout and JSOF, the flaws are the latest in series of studies undertaken as part of an initiative called Project Memoria to study the security of widely-used TCP/IP stacks that are incorporated by various vendors in their firmware to offer internet and network connectivity features. ""These vulnerabilities relate to Domain Name System (DNS) implementations, causing either Denial of Service (DoS) or Remote Code Execution (RCE), allowing attackers to take target devices offline or to take control over them,"" the researchers said. The name comes from the fact that parsing of domain names can break (i.e., ""wreck"") DNS implementations in TCP/IP stacks, adding to a recent uptick in vulnerabilities such as ",Cyber Security
https://thehackernews.com/2021/04/hackers-using-websites-contact-forms-to.html ,Hackers Using Website's Contact Forms to Deliver IcedID Malware,"April 13, 2021",Ravie Lakshmanan,"Microsoft has warned organizations of a ""unique"" attack campaign that abuses contact forms published on websites to deliver malicious links to businesses via emails containing fake legal threats, in what's yet another instance of adversaries abusing legitimate infrastructure to mount evasive campaigns that bypass security protections. ""The emails instruct recipients to click a link to review supposed evidence behind their allegations, but are instead led to the download of IcedID, an info-stealing malware,"" the company's threat intelligence team  said  in a write-up published last Friday. IceID  is a Windows-based banking trojan that's used for reconnaissance and exfiltration of banking credentials, alongside features that allow it to connect to a remote command-and-control (C2) server to deploy additional payloads such as ransomware and malware capable of performing hands-on-keyboard attacks, stealing credentials, and moving laterally across affecte",Cyber Security
https://thehackernews.com/2021/04/detecting-next-solarwinds-attack.html ,"Detecting the ""Next"" SolarWinds-Style Cyber Attack","April 13, 2021",The Hacker News,"The SolarWinds attack , which succeeded by utilizing the sunburst malware , shocked the cyber-security industry. This attack achieved persistence and was able to evade internal systems long enough to gain access to the source code of the victim. Because of the far-reaching SolarWinds deployments, the perpetrators were also able to infiltrate many other organizations, looking for intellectual property and other assets. Among the co-victims: US government, government contractors, Information Technology companies, and NGOs. An incredible amount of sensitive data was stolen from several customers after a trojanized version of SolarWinds' application was installed on their internal structures. Looking at the technical capabilities of the malware, as you will see, this particular attack was quite impressive. A particular file, named  SolarWinds.Orion.Core.BusinessLayer.dll  is a SolarWinds digitally signed component of the Orion software framework. The threat actors installed a back",Cyber Security
